1021,Did Tesla win the Nobel Prize?,No
1022,Did Tesla win the Nobel Prize?,
1023,Was Tesla rich at the time of his death?,No
1024,Was Tesla rich at the time of his death?,
1025,What music group was named after Tesla?,Tesla
1026,What music group was named after Tesla?,
1027,Consequently, what is not considered a serious painter by some contemporary artists
1028,Who spent the next 10 years painting for Look magazine?,Norman Rockwell.
1029,When was his last painting for the Post published?,1963
1030,When did Rockwell marry his first wife, Irene O'Connor
1031,Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?,Yes
1032,Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?,Yes.
1033,Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?,Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn. 
1034,Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?
1035,Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day)
1036,Is he also noted for his work for the Boy Scouts of America (BSA)?,yes
1037,Is the octopus a cephalopod?,Yes
1038,Is the octopus a cephalopod?,Yes
1039,Does the octopus have two eyes?,Yes
1040,Does the octopus have two eyes?,Yes
1041,Does the octopus have a hard beak?,Yes
1042,Does the octopus have a hard beak?,Yes
1043,Where is the mouth of an octopus?,The mouth of an octopus is at the center point of the arms.
1044,Where is the mouth of an octopus?,The octopus' mouth is at the center point of the arms.
1045,Around how many recognized octopus species are there?,There are around 300 recognized octopus species.
1046,Around how many recognized octopus species are there?,There are around 300 recognized octopus species.
1047,How many arms does an octopus have?,An octopus has four pairs of arms.
1048,How many arms does an octopus have?,The octopus has four pairs of arms.
1049,What is the range of lifespans of the octopus?,Octopuses can live from six months to five years.
1050,What is the range of lifespans of the octopus?,The octopus has a short lifespan.
1051,What is an example of something an octopus learned in a research experiment?,In research experiments
1052,What is an example of something an octopus learned in a research experiment?,An octopus learned to solve mazes.
1053,How can an octopus defend against predators?,To defend against predators
1054,How can an octopus defend against predators?,They can hide
1055,Are Octopus highly intelligent?,yes
1056,Do males use a specialized arm called a hectocotylus to insert spermatophores?,Yes
1057,Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?,Yes
1058,Do octopuses have two eyes and four pairs of arms?,Yes
1059,Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?,Yes
1060,Is the collective form octopus usually reserved for animals consumed for food?,Yes
1061,Has an octopus a hard beak, with its mouth at the center point of the arms?
1062,What happened in 1968 through 1971?,Devoting his full energies to his work
1063,Who was not long in finding another lover, Jacqueline Roque?
1064,When did Picasso make his first trip to Paris?,1900
1065,Give an example of the most comprehensive records extant of any major artists beginnings. ,Museu Picasso
1066,Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?,Yes.
1067,Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?,yes
1068,Is he one of the most recognized figures in 20th-century art?,yes
1069,Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?,Yes.
1070,Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?
1071,Are pianos used in Western music?,Yes.
1072,Are pianos used in Western music?,Yes
1073,Are upright pianos called vertical pianos?,Yes.
1074,Are upright pianos called vertical pianos?,Yes
1075,Did Bartolomeo Cristofori invent the modern piano?,Yes.
1076,Did Bartolomeo Cristofori invent the modern piano?,Yes
1077,What is the middle pedal called on grand pianos?,the sostenuto pedal.
1078,What is the middle pedal called on grand pianos?,sostenuto pedal
1079,How many black keys do modern pianos have?,36.
1080,How many black keys do modern pianos have?,36
1081,What is the sustain pedal called?,The pedal
1082,What is the sustain pedal called?,damper pedal
1083,Where is Irving Berlin's piano located?,In the Smithsonian Museum.
1084,Where is Irving Berlin's piano located?,in the Smithsonian Museum
1085,What kind of piano did Irving Berlin play?,The transposing piano.
1086,What kind of piano did Irving Berlin play?,transposing piano
1087,Is the left-most pedal on a grand piano called the una corda?,yes
1088,Is the left-most pedal on a grand piano called the una corda?,Yes
1089,Is it advantageous for a grand piano's metal plate to be quite massive?,yes
1090,Is it advantageous for a grand piano's metal plate to be quite massive?,It is advantageous for the plate to be quite massive.
1091,Is the mechanism in an upright piano perpendicular to its keys?,yes
1092,Is the mechanism in an upright piano perpendicular to its keys?,The mechanism in upright pianos is perpendicular to the keys.
1093,About how tall is a typical studio piano?,Studio pianos are around 42 to 45 inches tall.
1094,About how tall is a typical studio piano?,Studio pianos are around 42 to 45 inches tall.
1095,What are a piano's keys generally made of?,Piano keys are generally made of spruce or basswood.
1096,What are a piano's keys generally made of?,Piano keys are generally made of spruce or basswood.
1097,How many total keys does a typical modern piano have?,88 keys.
1098,How many total keys does a typical modern piano have?,A modern piano has 88 keys.
1099,Why are upright pianos more compact?,Upright pianos are more compact because the frame and strings are vertical.
1100,Why are upright pianos more compact?,Upright pianos are more compact because the frame and strings are vertical.
1101,Do older pianos have more keys than modern pianos?,no.
1102,Do older pianos have more keys than modern pianos?,Many older pianos only have 85 keys.
1103,What are the names of a piano's pedals?,Piano pedals from left to right: una corda
1104,What are the names of a piano's pedals?,The names of a piano's pedals are una corda
1105,What happened in the January 15, 1882?
1106,What happened in 1887?,In 1887
1107,Is one of the best known Impressionist works Renoirs 1876 Dance at Le Moulin de la Galette?,Yes.
1108,Was Pierre-Auguste Renoir born in Limoges Haute-Vienne France the child of a working class family?,yes
1109,Have two of Renoirs paintings sold for more than US0 million?,Yes (any painting sells for more than $0 million though...)
1110,As a celebrator of beauty, and especially feminine sensuality
1111,Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne
1112,As a boy, did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china?
1113,Is Portuguese an official language of Andorra?,No
1114,Is Portuguese an official language of Andorra?,No
1115,Does the Portuguese language have its roots in the Latin language?,Yes
1116,Does the Portuguese language have its roots in the Latin language?,Yes
1117,Does Portuguese contain words from the Arabic language?,Yes
1118,Does Portuguese contain words from the Arabic language?,Yes
1119,Where are there small Portuguese-speaking communities?,Former overseas colonies of Portugal such as Macau and East Timor 
1120,Where are there small Portuguese-speaking communities?,There are small Portuguese-speaking communities in Macau and East Timor.
1121,What are the two main groups of Portuguese dialects?,Those of Brazil and those of the Old World
1122,What are the two main groups of Portuguese dialects?,The two main groups of dialects are Brazil and the Old World.
1123,What event marked the end of the Old Portuguese period?,The publication of the Cancioneiro Geral by Garcia de Resende in 1516
1124,What event marked the end of the Old Portuguese period?,The end of the Old Portuguese period was marked by the publication of the Cancioneiro Geral by Garcia de Resende.
1125,Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?,Equatorial Guinea
1126,Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?,The government of Equatorial Guinea established Portuguese as its third official language in order to meet the requirements to apply for full membership in the CPLP.
1127,By 2050, what will the total population of Portuguese speakers in the world be?
1128,By 2050, what will the total population of Portuguese speakers in the world be?
1129,In which country is Portuguese the co-official language with Cantonese Chinese?,Macau
1130,In which country is Portuguese the co-official language with Cantonese Chinese?,Portuguese is the co-official language with Cantonese Chinese in Macau.
1131,Wasn't Portuguese language spread by arriving Roman soldiers?,Yes.
1132,(where French has a similar phenomenon, with alveolar affricates instead of postalveolars?
1133,Give an example of the official languages of the special administrative region of Macau and East Timor, . 
1134,Is Portuguese an official language of several international organizations?,Yes.
1135,Is it derived from the Latin spoken by the romanized pre-Roman peoples of the Iberian Peninsula (namely the Gallaeci, the Lusitanians
1136,Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years?,yes
1137,Is the city named after the apostle Saint Peter?,yes
1138,Is the city named after the apostle Saint Peter?,Yes.
1139,Has the terrain in the city been artificially raised?,yes
1140,Has the terrain in the city been artificially raised?,Yes.
1141,What were some other names of the city?,Petrograd
1142,What were some other names of the city?,Petrograd and Leningrad.
1143,What festival features fireworks  celebrating the end of the school year?,The White Nights Festival in Saint Petersburg
1144,What festival features fireworks  celebrating the end of the school year?,The White Nights Festival.
1145,Where do most people in urban Saint Petersburg live?,apartments
1146,Where do most people in urban Saint Petersburg live?,Apartments.
1147,What was made in Russia's largest foundry?,thousands of sculptures and statues
1148,What was made in Russia's largest foundry?,Thousands of sculptures and statues.
1149,When did the crime level become higher?,After the October revolution.
1150,How to travel to work from the city to Moscow?,railway
1151,How to travel to work from the city to Moscow?,One way is through the Moscow-Saint Petersburg Railway.
1152,Who laid down the Peter and Paul Fortress?,Peter the Great 
1153,When was the 7th symphony premiered?,1942
1154,Has Equestrianism been a long tradition, popular among the Tsars and aristocracy?
1155,Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. 
1156,Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. ,The Leningrad Philharmonic Orchestra
1157,Give an example of the longest, most destructive
1158,Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (
1159,Is it often called just Petersburg (-RRB- and is informally known as Piter (-RRB-?,Yes
1160,Founded by Tsar Peter I of Russia on 27 May 1703, was it the capital of the Russian Empire for more than two hundred years (1713 -- 1728
1161,Is the standard of living in San Franciscio high?,Yes
1162,Is the standard of living in San Franciscio high?,Yes
1163,Does San Francisco have a high percentage of gay and lesbian individuals?,Yes
1164,Does San Francisco have a high percentage of gay and lesbian individuals?,Yes
1165,Is San Franscico a popular tourist destination?,Yes. San Francisco is a popular international tourist destination.
1166,Is San Franscico a popular tourist destination?,Yes
1167,How large is the population of San Francisco?,The estimated population of San Francisco in the year 2008 was 808
1168,How large is the population of San Francisco?,San Francisco has an estimated population of 808
1169,How many state parks are in San Francisco?,There is only one park managed by the California State Park system: Candlestick Point.
1170,How many state parks are in San Francisco?,There is one state park in San Francisco.
1171,Where is San Francisco?,San Francisco is located on the West Coast of the United States at the tip of the San Francisco Peninsula.
1172,Where is San Francisco?,San Francisco is in California.
1173,What is the cause of local earthquakes?,It was the San Andreas Fault which slipped and caused the earthquakes in 1906 and 1989.
1174,What is the cause of local earthquakes?,The nearby San Andreas and Hayward Faults are responsible for much earthquake activity.
1175,Are more residents employed by small businesses than in 1977?,The number of San Franciscans employed by firms of more than 1
1176,Are more residents employed by small businesses than in 1977?,No
1177,How does poverty in San Francisco compare to the nation-wide average?,The city's poverty rate is 11.8% and the number of families in poverty stands at 7.4%
1178,How does poverty in San Francisco compare to the nation-wide average?,San Francisco's poverty rate is lower than the national average.
1179,Was Mission Bay campus opened in 2003,yes
1180,Was Mission Bay campus opened in 2003,Yes
1181,Was the University of San Fransisco founded in 1855,yes
1182,Is Golden Gate Park the largest city park,yes
1183,Is Golden Gate Park the largest city park,Yes
1184,What is Northern California's most widely circulated newspaper,San Francisco Chronicle
1185,What is Northern California's most widely circulated newspaper,San Francisco Chronicle
1186,What makes San Francisco among the top-ten North American destinations for conventions and conferences,San Francisco has a large hotel infrastructure and a world-class convention facility in the Moscone Center
1187,What makes San Francisco among the top-ten North American destinations for conventions and conferences,a large hotel infrastructure and a world-class convention facility in the Moscone Center
1188,Who manages Candlestick point,California State Park system
1189,Who manages Candlestick point,the California State Park system
1190,Is Crissy field an airfield,Yes
1191,Does the de Young museum house the Asian Art Museum,yes
1192,Does the de Young museum house the Asian Art Museum,No
1193,What prompted the city to upgrade its building codes,earthquakes
1194,What prompted the city to upgrade its building codes,The threat of major earthquakes
1195,Like many larger where cities, San Francisco is a minority-majority city
1196,Who laid out a street plan for the expanded settlement?,William Richardson and Alcalde Francisco de Haro.
1197,When was a 43-acre Mission Bay campus opened?,2003
1198,When did it sign on the air?,In 1941.
1199,Give an example of the largest two-year community colleges in the country. ,The City College of San Francisco.
1200,Give an example of the ten Beta World Cities. ,San Trancisco
1201,The only consolidated city-county in California, does it encompass a land area of on the northern end of the San Francisco Peninsula
1202,Is San Francisco also the financial, cultural
1203,In what year did the Spanish establish a fort at the Golden Gate and a mission named for Francis of Assisi on the site?,In 1776
1204,Does Swahili have dipthongs?,Yes
1205,Is Swahili a Bantu language?,Yes
1206,Is Swahili a Bantu language?,yes
1207,Did Uganda make Swahili a required subject in primary schools?,Yes
1208,Did Uganda make Swahili a required subject in primary schools?,yes
1209,What is the Swahili word for the Swahili language?,Kiswahili is the Swahili word for the Swahili language.
1210,What is the Swahili word for the Swahili language?,Kiswahili
1211,Is Swahili spoken in Mozambique?,Yes
1212,Is Swahili spoken in Mozambique?,yes
1213,How does Swahili time run?,Swahili time runs from dawn to dusk.
1214,How does Swahili time run?,from dawn to dusk
1215,How many noun classes does Swahili have?,Swahili has sixteen noun classes.
1216,How many noun classes does Swahili have?,sixteen
1217,In what year did Germany seize Tanganyika?,Germany seized Tanganyika in 1886.
1218,In what year did Germany seize Tanganyika?,1886
1219,Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa of West Africa is the sub-Saharan indigenous language with the greatest number of speakers.
1220,Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa
1221,Is Swedish a descendant of Old Norse?,Yes.
1222,Is Swedish a descendant of Old Norse?,Yes
1223,Does Swedish use the perfect participle to form the present perfect tense?,No.
1224,Does Swedish use the perfect participle to form the present perfect tense?,No
1225,How many Swedish speakers were reported in Canada in 2001?,16
1226,How many Swedish speakers were reported in Canada in 2001?,There are 16
1227,How many letters are in the basic Latin alphabet?,26.
1228,How many letters are in the basic Latin alphabet?,26
1229,When did a standard and common language become available to all Swedes?,In the 20th Century.
1230,When did a standard and common language become available to all Swedes?,It was during the 20th century that a common
1231,When did the Soviet military forces occupy Estonia?,1944.
1232,When did the Soviet military forces occupy Estonia?,In 1944.
1233,What are the differences between English and Swedish pronouns?,Swedish pronouns are basically the same as those of English but distinguish two genders and have an additional object form
1234,How does Swedish language counterbalance the absence of cases?,The lack of cases in Swedish is compensated by a wide variety of prepositions.
1235,Is Taipei in a valley?,Taipei is in the valleys of the Keelung and Xindian Rivers
1236,Is Taipei in a valley?,Yes
1237,Was Taipei founded in the 18th century?,Yes
1238,Was Taipei founded in the 18th century?,Yes
1239,Is the National Palace Museum in Taipei?,Yes
1240,Is the National Palace Museum in Taipei?,Yes
1241,What is along the city's western border?,The Danshui River borders Taipei to the west.
1242,What is along the city's western border?,Taipei has the Danshui River along its western border.
1243,What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper.
1244,What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper.
1245,What are some annual festivals in Taipei?,The Lantern Festival
1246,What are some annual festivals in Taipei?,Some annual festivals include Tomb-Sweping Day
1247,When is the Pacific typhoon season?,Between June and October.
1248,When is the Pacific typhoon season?,It's between June and October.
1249,Who sets up shrines?,Many homes and business set up shrines.
1250,Who sets up shrines?,Many homes and businesses would set up shrines.
1251,What does Taipei produce?,Taipei produces high technology and hi-tech components
1252,What does Taipei produce?,Taipei produces textiles
1253,Is the trumpet the musical instrument with the highest register in the brass family?,Yes
1254,Is the trumpet the musical instrument with the highest register in the brass family?,Yes
1255,Is a trumpet played by blowing air through closed lips?,Yes
1256,Is a trumpet played by blowing air through closed lips?,yes
1257,Is the most common type of trumpet the B trumpet?,Yes
1258,Is the most common type of trumpet the B trumpet?,yes
1259,What is the earliest date of the trumpet?,1500 BC
1260,What is the earliest date of the trumpet?,around 1500 BC
1261,What is a trumpet constructed of?,brass tubing
1262,What is a trumpet constructed of?,brass tubing bent twice into an oblong shape
1263,What are the smallest trumpets referred to as?,Piccolo trumpets
1264,What are the smallest trumpets referred to as?,piccolo trumpets
1265,Why do trumpets have a bright, loud sound?
1266,Why do trumpets have a bright, loud sound?
1267,Why does the cornet have a slightly mellower tone than the trumpet?,The cornet and flugelhorn have conical bores
1268,Why does the cornet have a slightly mellower tone than the trumpet?,because it has conical bores
1269,What makes a trumpet fully chromatic?,able to play all twelve pitches of Western music
1270,Were trumpet players heavily guarded?,yes
1271,Were trumpet players heavily guarded?,yes
1272,Are pocket trumpets compact B trumpets?,yes
1273,Are pocket trumpets compact B trumpets?,yes
1274,Was Dizzy Gillespie a famous trumpeter in 1998?,no
1275,What shape is a trumpet bent into?,oblong
1276,What shape is a trumpet bent into?,an oblong shape
1277,What trumpet was the first to be allowed in the Christian Church?,slide trumpets
1278,What trumpet was the first to be allowed in the Christian Church?,Slide trumpets
1279,The trumpet can be confused with what close relative?,the cornet
1280,The trumpet can be confused with what close relative?,the coronet
1281,What can be augmented with a fourth valve?,the flugelhorn
1282,What can be augmented with a fourth valve?,flugelhorn
1283,What was Maynard Ferguson noted for being able to play accurately?,yes
1284,What was Maynard Ferguson noted for being able to play accurately?,yes
1285,What was built to play in both B and A keys?,piccolo trumpets
1286,What was built to play in both B and A keys?,piccolo trumpets
1287,What happened in 1894?,Jean-Baptiste Arban published Complete Conservatory Method for Trumpet.
1288,What happened in nineteen fifty seven?,Maynard Ferguson formed his own band.
1289,Is the Breeze Eazy' ' method sometimes used to teach younger students?,Yes.
1290,Do many players use a smaller mouthpiece on the piccolo trumpet?,Yes
1291,Is the trumpet constructed of brass tubing bent twice into an oblong shape?,yes
1292,Give an example of the most influential musicians of the 20th century. ,Miles Davis
1293,Were Slide trumpets the first trumpets allowed in the Christian church?,Slide trumpets were the first trumpets allowed in the Christian church. 
1294,Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips
1295,Are there several types of trumpet?,yes
1296,Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes.
1297,Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes
1298,Is there a definite article in Turkish language?,No.
1299,Is there a definite article in Turkish language?,No
1300,Is it possible to alter the word order to stress the importance of a certain phrase?,Yes.
1301,Is it possible to alter the word order to stress the importance of a certain phrase?,Yes
1302,What is the official language of Turkey?,Turkish.
1303,What is the official language of Turkey?,Turkish is the official language of Turkey.
1304,When was the Turkish Language Association founded?,In 1928.
1305,When was the Turkish Language Association founded?,The Turkish Language Association was founded in 1932.
1306,What are the most significant foreign contributors to Turkish vocabulary?,Among the most significant foreign contributors to Turkish vocabulary are Arabic
1307,Who were the Orkhon inscriptions built for?,For the prince Kul Tigin and his brother Emperor Bilge Khan.
1308,Who were the Orkhon inscriptions built for?,The Orkhon inscriptions were erected in honour of the prince Kul Tigin and his brother Emperor Bilge Khan.
1309,What was one of the results of the introduction of the new Turkish alphabet?,A dramatic increase in literacy from Third World levels.
1310,What was one of the results of the introduction of the new Turkish alphabet?,There was a dramatic increase in literacy from its original Third World levels.
1311,Why does Lewis use absolute case instead of nominative?,Because it is also used for the indefinite accusative.
1312,Why does Lewis use absolute case instead of nominative?,Because it is also used for the indefinite accusative.
1313,How many people speak Turkish worldwide?,There are roughly another 10 million native speakers worldwide.
1314,How many people speak Turkish worldwide?,
1315,In Turkish, which syllable usually has the stress?
1316,In Turkish, which syllable usually has the stress?
1317,Is the spelling of Turkish phonetic?,yes
1318,Is the spelling of Turkish phonetic?,
1319,What percentage of the words in Turkish vocabulary have Turkish origins?,86% of the Turkish vocabulary have Turkish origins.
1320,What percentage of the words in Turkish vocabulary have Turkish origins?,
1321,After what event was the Turkish Language Association established?,After the foundation of the Republic of Turkey and the script reform
1322,After what event was the Turkish Language Association established?,
1323,What exception to the rules of vowel harmony do compound words have?,In compound words
1324,What exception to the rules of vowel harmony do compound words have?,
1325,Who is working to coin new Turkish word?,
1326,What are the patterns of vowel harmony?,Vowels are characterised by two features: front/back and rounded/unrounded.
1327,What are the patterns of vowel harmony?,
1328,What are the ways to join groups of nouns?,Two nouns
1329,What are the ways to join groups of nouns?,
1330,Does Vietnamese have a comparatively large number of vowels?,Yes.
1331,Is Vietnamese the mother tongue of the Vietnamese people?,Yes
1332,Is Vietnamese the mother tongue of the Vietnamese people?,Yes.
1333,Is Vietnamese the official administrative language of Vietnam?,Yes
1334,Is Vietnamese the official administrative language of Vietnam?,Yes.
1335,Was Vietnamese influenced by Chinese?,Much vocabulary has been borrowed from Chinese.
1336,Was Vietnamese influenced by Chinese?,Yes.
1337,When did written Vietnamese become the official administrative language?,the 20th century
1338,When did written Vietnamese become the official administrative language?,Vietnamese became the official administrative language by the 20th century.
1339,Have consonant clusters been lost?,Yes
1340,Have consonant clusters been lost?,Yes.
1341,Is the Red River Delta traditionally poor?,Not compared to Nghe An
1342,Is the Red River Delta traditionally poor?,Yes.
1343,What kind of words have been borrowed from Chinese?,Words that denote abstract ideas in the same way European languages borrow form Latin and Greek.
1344,What kind of words have been borrowed from Chinese?,Vietnamese adopts words from Chinese which express abstract ideas.
1345,Is Vietnam independent from France?,Yes.
1346,Was Vietnamese formally written using the Chinese writing system?,Yes
1347,Was Vietnamese formally written using the Chinese writing system?,
1348,Does Vietnamese have a large number of vowels?,Yes
1349,Does Vietnamese have a large number of vowels?,
1350,Does Vietnamese have dipthongs?,
1351,What are the three dialect regions of Vietnamese?,The three regions are North
1352,What are the three dialect regions of Vietnamese?,
1353,When was the reunification of Vietnam?,The reunification of Vietnam occurred in 1975-76.
1354,When was the reunification of Vietnam?,
1355,How many tones do Northern varieties have?,Northern Vietnamese has six tones.
1356,How many tones do Northern varieties have?,
1357,Does Vietnamese borrow from Latin and Greek?,No
1358,Does Vietnamese borrow from Latin and Greek?,
1359,Did Vietnamese come to predominate politically in 2nd century BC?,No
1360,Did Vietnamese come to predominate politically in 2nd century BC?,
1361,Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?,More southern speakers speak the northern dialect than northerners speak the suthern dialect.
1362,Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?,
1363,What happened in 1860?,Vincent van Gogh attended the Zundert village school from 1860.
1364,Who frequented the circle of the British-Australian artist John Peter Russell?,Van Gogh
1365,Were the letters first annotated in 1913 by Theos widow Johanna van Gogh-Bonger?,yes
1366,Was Kee seven years older than Van Gogh as well as had an eight-year-old son?,Yes.
1367,Did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life, and died largely unknown
1368,Appreciated during his lifetime, did his fame grow in the years after his death?
1369,Is today, he widely regarded as one of history's greatest painters and an important contributor to the foundations of modern art?
1370,Does a violin have four strings?,Yes
1371,Does a violin have four strings?,Yes
1372,Is the violin supported by the left shoulder?,Yes
1373,Is the violin supported by the left shoulder?,Yes.
1374,Is the violin shaped like an hourglass?,Yes
1375,Is the violin shaped like an hourglass?,Yes.
1376,What were strings first made out of?,Sheep Gut
1377,What were strings first made out of?,Sheep gut.
1378,What is a violin called informally?,Fiddle
1379,What is a violin called informally?,A fiddle.
1380,What does vitula mean?,Stringed Instrument
1381,What does vitula mean?,Stringed instrument.
1382,What is a person that makes or repairs violins called?,Luthier
1383,What is a person that makes or repairs violins called?,A luthier
1384,What does the voice of a violin depend upon?,Shape
1385,What does the voice of a violin depend upon?,Its shape.
1386,Is the violin a percussion instrument?,Yes
1387,What happened in 1980s?,The use of traditional (non-synthesized) orchestras declined.
1388,Who features violinist Boyd Tinsley?,Dave Matthews Band features violinist Boyd Tinsley.
1389,Regarding this topic, what did Antonio Stradivari do?
1390,When did Charles IX order Amati to construct 24 violins for him?,1560
1391,Is a string first tuned to a standard pitch?,Yes.
1392,Is each node at an integer division of the string?,Yes.
1393,Is the tuning G-D-A-E used for most violin music?,Yes
1394,Is it the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello?
1395,Is a violin sometimes informally called a fiddle, regardless of the type of music played on it?
1396,Does the word ``violin'' come from the Middle Latin word vitula, meaning ``stringed instrument''?
1397,Are concert xylophonese typically 3 1/2 or 4 octaves?,
1398,Are concert xylophonese typically 3 1/2 or 4 octaves?,
1399,Is folk music associated with western Europe?,
1400,Is folk music associated with western Europe?,
1401,Were xylophonists featured in the theatre in the 20th century?,
1402,Were xylophonists featured in the theatre in the 20th century?,
1403,What year were the first xylophone artifacts found?,
1404,What year were the first xylophone artifacts found?,
1405,The modern western-style xylophone has bars made of what material?,
1406,The modern western-style xylophone has bars made of what material?,
1407,The xylophone has been known in what country since the Middle Ages?,
1408,The xylophone has been known in what country since the Middle Ages?,
1409,What instrument was produced after the xylophone in the 1920s?,
1410,What instrument was produced after the xylophone in the 1920s?,
1411,In Central and South America, what instrument was the xylophone changed into?
1412,In Central and South America, what instrument was the xylophone changed into?
1413,The word xylophone is derived from two greek words: xylon and phone. What do these words mean?,
1414,The word xylophone is derived from two greek words: xylon and phone. What do these words mean?,
1415,Is the xylophone a musical instrument?,yes
1416,Is the xylophone a musical instrument?,Yes.
1417,Was the xylophone associated with the folk music of the United States by the 19th century?,no
1418,Was the xylophone associated with the folk music of the United States by the 19th century?,No.
1419,Was it likely that the xylophone reached Europe during the Crusades?,yes
1420,Was it likely that the xylophone reached Europe during the Crusades?,Yes.
1421,The xylophone is an instrument from what family?,the percussion family
1422,The xylophone is an instrument from what family?,Percussion
1423,How do the Java and Bali use xylophones?,In gamelan ensembles
1424,Some versions of xylophones have resonators made of what?,gourds
1425,Some versions of xylophones have resonators made of what?,Gourds.
1426,Which came first, the xylophone or the vibraphone?
1427,Which came first, the xylophone or the vibraphone?
1428,Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?,after
1429,Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?,After.
1430,Does kelon increase or decrease tone quality of the xylophone?,no
1431,Does kelon increase or decrease tone quality of the xylophone?,Decrease.
1432,Do the different species of zebras interbreed?,no
1433,Do the different species of zebras interbreed?,No
1434,Do zebras sleep standing up?,yes
1435,Do zebras sleep standing up?,Yes
1436,Have plains zebras been crossed with mountain zebras?,yes
1437,Have plains zebras been crossed with mountain zebras?,Yes
1438,How many species of zebra are there?,three
1439,How many species of zebra are there?,Three
1440,What do zebras eat?,mainly grass
1441,What do zebras eat?,Grasses
1442,What are zebras hunted for?,mainly for their skins
1443,What are zebras hunted for?,Skins
1444,What areas do the Grevy's Zebras inhabit?,semi-arid grasslands of Ethiopia and northern Kenya
1445,What areas do the Grevy's Zebras inhabit?,
1446,Which species of zebra is known as the common zebra?,Plains Zebra (Equus quagga
1447,Which species of zebra is known as the common zebra?,Plains Zebra
1448,At what age can a zebra breed?,five or six
1449,At what age can a zebra breed?,5 or 6
